place,code,type,geo_id,tot_hholds,tot_schoolage,tot_hholds_both,tot_schoolage_both,perc_hholds_both,perc_schoolage_both,tot_hholds_computer,tot_schoolage_computer,perc_hholds_computer,perc_schoolage_computer,tot_hholds_neither,tot_schoolage_neither,perc_hholds_neither,perc_schoolage_neither,cohort,subject,year,value
Los Angeles,XL,city,9700000US0622710,4628591,985836,4086155,887872,88.3,90.1,328666,72603,7.1,7.4,207263,24318,4.5,2.5,1,mathematics,2022,219.906370802882
Los Angeles,XL,city,9700000US0622710,4628591,985836,4086155,887872,88.3,90.1,328666,72603,7.1,7.4,207263,24318,4.5,2.5,2,mathematics,2019,260.665979473403
Los Angeles,XL,city,9700000US0622710,4628591,985836,4086155,887872,88.3,90.1,328666,72603,7.1,7.4,207263,24318,4.5,2.5,2,mathematics,2022,262.398250084099
Los Angeles,XL,city,9700000US0622710,4628591,985836,4086155,887872,88.3,90.1,328666,72603,7.1,7.4,207263,24318,4.5,2.5,1,reading,2019,204.913366450083
Los Angeles,XL,city,9700000US0622710,4628591,985836,4086155,887872,88.3,90.1,328666,72603,7.1,7.4,207263,24318,4.5,2.5,1,reading,2022,207.111490418189
Los Angeles,XL,city,9700000US0622710,4628591,985836,4086155,887872,88.3,90.1,328666,72603,7.1,7.4,207263,24318,4.5,2.5,2,reading,2019,247.883043798599
Los Angeles,XL,city,9700000US0622710,4628591,985836,4086155,887872,88.3,90.1,328666,72603,7.1,7.4,207263,24318,4.5,2.5,2,reading,2022,257.27769094107
Louisiana,LA,state,0400000US22,4535225,1095562,3783456,963099,83.4,87.9,394041,92805,8.7,8.5,349856,38562,7.7,3.5,1,mathematics,2019,231.29741319736
Louisiana,LA,state,0400000US22,4535225,1095562,3783456,963099,83.4,87.9,394041,92805,8.7,8.5,349856,38562,7.7,3.5,1,mathematics,2022,228.570107111528
Louisiana,LA,state,0400000US22,4535225,1095562,3783456,963099,83.4,87.9,394041,92805,8.7,8.5,349856,38562,7.7,3.5,2,mathematics,2019,271.644680137411
Louisiana,LA,state,0400000US22,4535225,1095562,3783456,963099,83.4,87.9,394041,92805,8.7,8.5,349856,38562,7.7,3.5,2,mathematics,2022,265.597428091717
Louisiana,LA,state,0400000US22,4535225,1095562,3783456,963099,83.4,87.9,394041,92805,8.7,8.5,349856,38562,7.7,3.5,1,reading,2019,209.873121958397
Louisiana,LA,state,0400000US22,4535225,1095562,3783456,963099,83.4,87.9,394041,92805,8.7,8.5,349856,38562,7.7,3.5,1,reading,2022,212.335700553312
Louisiana,LA,state,0400000US22,4535225,1095562,3783456,963099,83.4,87.9,394041,92805,8.7,8.5,349856,38562,7.7,3.5,2,reading,2019,257.421808574891
Louisiana,LA,state,0400000US22,4535225,1095562,3783456,963099,83.4,87.9,394041,92805,8.7,8.5,349856,38562,7.7,3.5,2,reading,2022,256.645731498475
Maine,ME,state,0400000US23,1304478,249673,1152779,234616,88.4,94,74017,11134,5.7,4.5,71092,3545,5.4,1.4,1,mathematics,2019,240.757590343136
Maine,ME,state,0400000US23,1304478,249673,1152779,234616,88.4,94,74017,11134,5.7,4.5,71092,3545,5.4,1.4,1,mathematics,2022,233.073315407841
Maine,ME,state,0400000US23,1304478,249673,1152779,234616,88.4,94,74017,11134,5.7,4.5,71092,3545,5.4,1.4,2,mathematics,2019,282.36862288029
Maine,ME,state,0400000US23,1304478,249673,1152779,234616,88.4,94,74017,11134,5.7,4.5,71092,3545,5.4,1.4,2,mathematics,2022,272.539339217101
Maine,ME,state,0400000US23,1304478,249673,1152779,234616,88.4,94,74017,11134,5.7,4.5,71092,3545,5.4,1.4,1,reading,2019,221.236527103754
Maine,ME,state,0400000US23,1304478,249673,1152779,234616,88.4,94,74017,11134,5.7,4.5,71092,3545,5.4,1.4,1,reading,2022,212.813075931121
Maine,ME,state,0400000US23,1304478,249673,1152779,234616,88.4,94,74017,11134,5.7,4.5,71092,3545,5.4,1.4,2,reading,2019,265.168656113462
Maine,ME,state,0400000US23,1304478,249673,1152779,234616,88.4,94,74017,11134,5.7,4.5,71092,3545,5.4,1.4,2,reading,2022,256.711628244573
Maryland,MD,state,0400000US24,5897417,1338091,5388842,1263222,91.4,94.4,277839,55764,4.7,4.2,221157,17999,3.8,1.3,1,mathematics,2019,238.562488491722
Maryland,MD,state,0400000US24,5897417,1338091,5388842,1263222,91.4,94.4,277839,55764,4.7,4.2,221157,17999,3.8,1.3,1,mathematics,2022,228.586724100303
Maryland,MD,state,0400000US24,5897417,1338091,5388842,1263222,91.4,94.4,277839,55764,4.7,4.2,221157,17999,3.8,1.3,2,mathematics,2019,280.14582776331
Maryland,MD,state,0400000US24,5897417,1338091,5388842,1263222,91.4,94.4,277839,55764,4.7,4.2,221157,17999,3.8,1.3,2,mathematics,2022,268.704351919459
Maryland,MD,state,0400000US24,5897417,1338091,5388842,1263222,91.4,94.4,277839,55764,4.7,4.2,221157,17999,3.8,1.3,1,reading,2019,219.838944928094
Maryland,MD,state,0400000US24,5897417,1338091,5388842,1263222,91.4,94.4,277839,55764,4.7,4.2,221157,17999,3.8,1.3,1,reading,2022,212.480141744086
Maryland,MD,state,0400000US24,5897417,1338091,5388842,1263222,91.4,94.4,277839,55764,4.7,4.2,221157,17999,3.8,1.3,2,reading,2019,264.389022442559
Maryland,MD,state,0400000US24,5897417,1338091,5388842,1263222,91.4,94.4,277839,55764,4.7,4.2,221157,17999,3.8,1.3,2,reading,2022,259.293557884938
Massachusetts,MA,state,0400000US25,6624698,1356444,6070355,1294562,91.6,95.4,265859,45312,4,3.3,279306,16045,4.2,1.2,1,mathematics,2019,247.319439954575
Massachusetts,MA,state,0400000US25,6624698,1356444,6070355,1294562,91.6,95.4,265859,45312,4,3.3,279306,16045,4.2,1.2,1,mathematics,2022,241.731762244644
Massachusetts,MA,state,0400000US25,6624698,1356444,6070355,1294562,91.6,95.4,265859,45312,4,3.3,279306,16045,4.2,1.2,2,mathematics,2019,294.474574539442
Massachusetts,MA,state,0400000US25,6624698,1356444,6070355,1294562,91.6,95.4,265859,45312,4,3.3,279306,16045,4.2,1.2,2,mathematics,2022,283.587656613142
Massachusetts,MA,state,0400000US25,6624698,1356444,6070355,1294562,91.6,95.4,265859,45312,4,3.3,279306,16045,4.2,1.2,1,reading,2019,231.091059288799
Massachusetts,MA,state,0400000US25,6624698,1356444,6070355,1294562,91.6,95.4,265859,45312,4,3.3,279306,16045,4.2,1.2,1,reading,2022,226.803604642226
Massachusetts,MA,state,0400000US25,6624698,1356444,6070355,1294562,91.6,95.4,265859,45312,4,3.3,279306,16045,4.2,1.2,2,reading,2019,273.113031464996
Massachusetts,MA,state,0400000US25,6624698,1356444,6070355,1294562,91.6,95.4,265859,45312,4,3.3,279306,16045,4.2,1.2,2,reading,2022,268.753284817946
Michigan,MI,state,0400000US26,9748164,2155849,8592197,1992477,88.1,92.4,597799,114950,6.1,5.3,535637,46164,5.5,2.1,1,mathematics,2019,236.15158485638
Michigan,MI,state,0400000US26,9748164,2155849,8592197,1992477,88.1,92.4,597799,114950,6.1,5.3,535637,46164,5.5,2.1,1,mathematics,2022,232.197403225126
Michigan,MI,state,0400000US26,9748164,2155849,8592197,1992477,88.1,92.4,597799,114950,6.1,5.3,535637,46164,5.5,2.1,2,mathematics,2019,280.282357130411
Michigan,MI,state,0400000US26,9748164,2155849,8592197,1992477,88.1,92.4,597799,114950,6.1,5.3,535637,46164,5.5,2.1,2,mathematics,2022,272.550704280738
Michigan,MI,state,0400000US26,9748164,2155849,8592197,1992477,88.1,92.4,597799,114950,6.1,5.3,535637,46164,5.5,2.1,1,reading,2019,218.266956539571
Michigan,MI,state,0400000US26,9748164,2155849,8592197,1992477,88.1,92.4,597799,114950,6.1,5.3,535637,46164,5.5,2.1,1,reading,2022,211.841478223351
Michigan,MI,state,0400000US26,9748164,2155849,8592197,1992477,88.1,92.4,597799,114950,6.1,5.3,535637,46164,5.5,2.1,2,reading,2019,262.579893670719
Michigan,MI,state,0400000US26,9748164,2155849,8592197,1992477,88.1,92.4,597799,114950,6.1,5.3,535637,46164,5.5,2.1,2,reading,2022,258.514937797666
Minnesota,MN,state,0400000US27,5469548,1294874,4968868,1232170,90.8,95.2,258739,46760,4.7,3.6,225791,14863,4.1,1.1,1,mathematics,2019,248.409532777318
Minnesota,MN,state,0400000US27,5469548,1294874,4968868,1232170,90.8,95.2,258739,46760,4.7,3.6,225791,14863,4.1,1.1,1,mathematics,2022,239.007740578057
Minnesota,MN,state,0400000US27,5469548,1294874,4968868,1232170,90.8,95.2,258739,46760,4.7,3.6,225791,14863,4.1,1.1,2,mathematics,2019,290.785141202164
Minnesota,MN,state,0400000US27,5469548,1294874,4968868,1232170,90.8,95.2,258739,46760,4.7,3.6,225791,14863,4.1,1.1,2,mathematics,2022,280.066020971965
Minnesota,MN,state,0400000US27,5469548,1294874,4968868,1232170,90.8,95.2,258739,46760,4.7,3.6,225791,14863,4.1,1.1,1,reading,2019,222.393248950052
Minnesota,MN,state,0400000US27,5469548,1294874,4968868,1232170,90.8,95.2,258739,46760,4.7,3.6,225791,14863,4.1,1.1,1,reading,2022,215.468384880638
Minnesota,MN,state,0400000US27,5469548,1294874,4968868,1232170,90.8,95.2,258739,46760,4.7,3.6,225791,14863,4.1,1.1,2,reading,2019,263.813360590386
Minnesota,MN,state,0400000US27,5469548,1294874,4968868,1232170,90.8,95.2,258739,46760,4.7,3.6,225791,14863,4.1,1.1,2,reading,2022,260.469458119705
Mississippi,MS,state,0400000US28,2887405,704603,2320965,606159,80.4,86,304349,71534,10.5,10.2,254719,25477,8.8,3.6,1,mathematics,2019,240.706890333851
Mississippi,MS,state,0400000US28,2887405,704603,2320965,606159,80.4,86,304349,71534,10.5,10.2,254719,25477,8.8,3.6,1,mathematics,2022,233.55895949206
Mississippi,MS,state,0400000US28,2887405,704603,2320965,606159,80.4,86,304349,71534,10.5,10.2,254719,25477,8.8,3.6,2,mathematics,2019,273.728901931209
Mississippi,MS,state,0400000US28,2887405,704603,2320965,606159,80.4,86,304349,71534,10.5,10.2,254719,25477,8.8,3.6,2,mathematics,2022,265.566589217948
Mississippi,MS,state,0400000US28,2887405,704603,2320965,606159,80.4,86,304349,71534,10.5,10.2,254719,25477,8.8,3.6,1,reading,2019,219.342215016725
Mississippi,MS,state,0400000US28,2887405,704603,2320965,606159,80.4,86,304349,71534,10.5,10.2,254719,25477,8.8,3.6,1,reading,2022,217.160500079958
Mississippi,MS,state,0400000US28,2887405,704603,2320965,606159,80.4,86,304349,71534,10.5,10.2,254719,25477,8.8,3.6,2,reading,2019,256.380475226081
Mississippi,MS,state,0400000US28,2887405,704603,2320965,606159,80.4,86,304349,71534,10.5,10.2,254719,25477,8.8,3.6,2,reading,2022,252.928904243024
Missouri,MO,state,0400000US29,5951584,1374003,5170854,1252935,86.9,91.2,410302,83381,6.9,6.1,356721,37062,6,2.7,1,mathematics,2019,238.41019058942
Missouri,MO,state,0400000US29,5951584,1374003,5170854,1252935,86.9,91.2,410302,83381,6.9,6.1,356721,37062,6,2.7,1,mathematics,2022,232.379298228844
Missouri,MO,state,0400000US29,5951584,1374003,5170854,1252935,86.9,91.2,410302,83381,6.9,6.1,356721,37062,6,2.7,2,mathematics,2019,280.764001089291
Missouri,MO,state,0400000US29,5951584,1374003,5170854,1252935,86.9,91.2,410302,83381,6.9,6.1,356721,37062,6,2.7,2,mathematics,2022,272.153313847836
Missouri,MO,state,0400000US29,5951584,1374003,5170854,1252935,86.9,91.2,410302,83381,6.9,6.1,356721,37062,6,2.7,1,reading,2019,218.00163625009
Missouri,MO,state,0400000US29,5951584,1374003,5170854,1252935,86.9,91.2,410302,83381,6.9,6.1,356721,37062,6,2.7,1,reading,2022,213.355231570616
Missouri,MO,state,0400000US29,5951584,1374003,5170854,1252935,86.9,91.2,410302,83381,6.9,6.1,356721,37062,6,2.7,2,reading,2019,263.292024270598
Missouri,MO,state,0400000US29,5951584,1374003,5170854,1252935,86.9,91.2,410302,83381,6.9,6.1,356721,37062,6,2.7,2,reading,2022,257.625326475664
Montana,MT,state,0400000US30,1032820,226992,900576,208335,87.2,91.8,62180,11508,6,5.1,63960,6320,6.2,2.8,1,mathematics,2019,241.113189876112
Montana,MT,state,0400000US30,1032820,226992,900576,208335,87.2,91.8,62180,11508,6,5.1,63960,6320,6.2,2.8,1,mathematics,2022,238.518895520345
Montana,MT,state,0400000US30,1032820,226992,900576,208335,87.2,91.8,62180,11508,6,5.1,63960,6320,6.2,2.8,2,mathematics,2019,283.959458490694
Montana,MT,state,0400000US30,1032820,226992,900576,208335,87.2,91.8,62180,11508,6,5.1,63960,6320,6.2,2.8,2,mathematics,2022,277.427645069317
Montana,MT,state,0400000US30,1032820,226992,900576,208335,87.2,91.8,62180,11508,6,5.1,63960,6320,6.2,2.8,1,reading,2019,221.67913092515
Montana,MT,state,0400000US30,1032820,226992,900576,208335,87.2,91.8,62180,11508,6,5.1,63960,6320,6.2,2.8,1,reading,2022,218.726121279142
Montana,MT,state,0400000US30,1032820,226992,900576,208335,87.2,91.8,62180,11508,6,5.1,63960,6320,6.2,2.8,2,reading,2019,264.831687514546
Montana,MT,state,0400000US30,1032820,226992,900576,208335,87.2,91.8,62180,11508,6,5.1,63960,6320,6.2,2.8,2,reading,2022,261.184863122528
National,NT,index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,mathematics,2019,240.526149981042
National,NT,index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,mathematics,2022,235.956261835704
National,NT,index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,mathematics,2019,282.001859415618
National,NT,index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,mathematics,2022,274.266213337059
National,NT,index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,reading,2019,220.474059149004
National,NT,index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,reading,2022,217.494490502989
National,NT,index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,reading,2019,263.149657191501
National,NT,index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,reading,2022,260.46922366966
National Public,NP,index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,mathematics,2019,240.003829218706
National Public,NP,index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,mathematics,2022,234.858970982728
National Public,NP,index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,mathematics,2019,280.986598557657
National Public,NP,index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,mathematics,2022,273.132228606731
National Public,NP,index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,reading,2019,219.440029789958
National Public,NP,index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,reading,2022,216.113410808617
National Public,NP,index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,reading,2019,261.998327054824
National Public,NP,index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,reading,2022,259.107725192642
Nebraska,NE,state,0400000US31,1872618,473341,1681031,447471,89.8,94.5,92479,18285,4.9,3.9,92722,6956,5,1.5,1,mathematics,2019,243.770986026308
Nebraska,NE,state,0400000US31,1872618,473341,1681031,447471,89.8,94.5,92479,18285,4.9,3.9,92722,6956,5,1.5,1,mathematics,2022,241.558709889839
Nebraska,NE,state,0400000US31,1872618,473341,1681031,447471,89.8,94.5,92479,18285,4.9,3.9,92722,6956,5,1.5,2,mathematics,2019,285.012542020259
Nebraska,NE,state,0400000US31,1872618,473341,1681031,447471,89.8,94.5,92479,18285,4.9,3.9,92722,6956,5,1.5,2,mathematics,2022,279.384056562137
Nebraska,NE,state,0400000US31,1872618,473341,1681031,447471,89.8,94.5,92479,18285,4.9,3.9,92722,6956,5,1.5,1,reading,2019,222.362133819339
Nebraska,NE,state,0400000US31,1872618,473341,1681031,447471,89.8,94.5,92479,18285,4.9,3.9,92722,6956,5,1.5,1,reading,2022,218.613653639063
Nebraska,NE,state,0400000US31,1872618,473341,1681031,447471,89.8,94.5,92479,18285,4.9,3.9,92722,6956,5,1.5,2,reading,2019,263.989105578988
Nebraska,NE,state,0400000US31,1872618,473341,1681031,447471,89.8,94.5,92479,18285,4.9,3.9,92722,6956,5,1.5,2,reading,2022,259.313241223676
Nevada,NV,state,0400000US32,2992756,686088,2641015,620741,88.2,90.5,224948,50933,7.5,7.4,121780,13598,4.1,2,1,mathematics,2019,235.626272636424
Nevada,NV,state,0400000US32,2992756,686088,2641015,620741,88.2,90.5,224948,50933,7.5,7.4,121780,13598,4.1,2,1,mathematics,2022,229.348243023475
Nevada,NV,state,0400000US32,2992756,686088,2641015,620741,88.2,90.5,224948,50933,7.5,7.4,121780,13598,4.1,2,2,mathematics,2019,273.785362545259
Nevada,NV,state,0400000US32,2992756,686088,2641015,620741,88.2,90.5,224948,50933,7.5,7.4,121780,13598,4.1,2,2,mathematics,2022,269.218060945172
Nevada,NV,state,0400000US32,2992756,686088,2641015,620741,88.2,90.5,224948,50933,7.5,7.4,121780,13598,4.1,2,1,reading,2019,217.617561606892
Nevada,NV,state,0400000US32,2992756,686088,2641015,620741,88.2,90.5,224948,50933,7.5,7.4,121780,13598,4.1,2,1,reading,2022,211.525078548584
Nevada,NV,state,0400000US32,2992756,686088,2641015,620741,88.2,90.5,224948,50933,7.5,7.4,121780,13598,4.1,2,2,reading,2019,258.075061709817
Nevada,NV,state,0400000US32,2992756,686088,2641015,620741,88.2,90.5,224948,50933,7.5,7.4,121780,13598,4.1,2,2,reading,2022,258.889380790852
New Hampshire,NH,state,0400000US33,1313821,257052,1209182,246575,92,95.9,53895,8235,4.1,3.2,47247,2001,3.6,0.8,1,mathematics,2019,244.559196330017
New Hampshire,NH,state,0400000US33,1313821,257052,1209182,246575,92,95.9,53895,8235,4.1,3.2,47247,2001,3.6,0.8,1,mathematics,2022,239.394150930647
New Hampshire,NH,state,0400000US33,1313821,257052,1209182,246575,92,95.9,53895,8235,4.1,3.2,47247,2001,3.6,0.8,2,mathematics,2019,287.222902107093
New Hampshire,NH,state,0400000US33,1313821,257052,1209182,246575,92,95.9,53895,8235,4.1,3.2,47247,2001,3.6,0.8,2,mathematics,2022,278.582040087953
New Hampshire,NH,state,0400000US33,1313821,257052,1209182,246575,92,95.9,53895,8235,4.1,3.2,47247,2001,3.6,0.8,1,reading,2019,224.264004126578
New Hampshire,NH,state,0400000US33,1313821,257052,1209182,246575,92,95.9,53895,8235,4.1,3.2,47247,2001,3.6,0.8,1,reading,2022,222.537287495664
New Hampshire,NH,state,0400000US33,1313821,257052,1209182,246575,92,95.9,53895,8235,4.1,3.2,47247,2001,3.6,0.8,2,reading,2019,267.950506818944
New Hampshire,NH,state,0400000US33,1313821,257052,1209182,246575,92,95.9,53895,8235,4.1,3.2,47247,2001,3.6,0.8,2,reading,2022,263.182164385216
New Jersey,NJ,state,0400000US34,8702841,1947959,7905901,1811397,90.8,93,425968,100373,4.9,5.2,356743,34745,4.1,1.8,1,mathematics,2019,245.931598653239
New Jersey,NJ,state,0400000US34,8702841,1947959,7905901,1811397,90.8,93,425968,100373,4.9,5.2,356743,34745,4.1,1.8,1,mathematics,2022,239.230609256602
New Jersey,NJ,state,0400000US34,8702841,1947959,7905901,1811397,90.8,93,425968,100373,4.9,5.2,356743,34745,4.1,1.8,2,mathematics,2019,291.822771925628
New Jersey,NJ,state,0400000US34,8702841,1947959,7905901,1811397,90.8,93,425968,100373,4.9,5.2,356743,34745,4.1,1.8,2,mathematics,2022,280.886098306047
New Jersey,NJ,state,0400000US34,8702841,1947959,7905901,1811397,90.8,93,425968,100373,4.9,5.2,356743,34745,4.1,1.8,1,reading,2019,227.189417167925
New Jersey,NJ,state,0400000US34,8702841,1947959,7905901,1811397,90.8,93,425968,100373,4.9,5.2,356743,34745,4.1,1.8,1,reading,2022,222.728282134377
New Jersey,NJ,state,0400000US34,8702841,1947959,7905901,1811397,90.8,93,425968,100373,4.9,5.2,356743,34745,4.1,1.8,2,reading,2019,270.357938474977
New Jersey,NJ,state,0400000US34,8702841,1947959,7905901,1811397,90.8,93,425968,100373,4.9,5.2,356743,34745,4.1,1.8,2,reading,2022,269.783593975822
New Mexico,NM,state,0400000US35,2054102,482020,1662737,407438,80.9,84.5,205371,48532,10,10.1,179281,25026,8.7,5.2,1,mathematics,2019,231.110316729628
New Mexico,NM,state,0400000US35,2054102,482020,1662737,407438,80.9,84.5,205371,48532,10,10.1,179281,25026,8.7,5.2,1,mathematics,2022,221.253589461799
New Mexico,NM,state,0400000US35,2054102,482020,1662737,407438,80.9,84.5,205371,48532,10,10.1,179281,25026,8.7,5.2,2,mathematics,2019,268.765610592655
New Mexico,NM,state,0400000US35,2054102,482020,1662737,407438,80.9,84.5,205371,48532,10,10.1,179281,25026,8.7,5.2,2,mathematics,2022,258.983453539708
New Mexico,NM,state,0400000US35,2054102,482020,1662737,407438,80.9,84.5,205371,48532,10,10.1,179281,25026,8.7,5.2,1,reading,2019,207.564688511317
New Mexico,NM,state,0400000US35,2054102,482020,1662737,407438,80.9,84.5,205371,48532,10,10.1,179281,25026,8.7,5.2,1,reading,2022,202.080998079384
New Mexico,NM,state,0400000US35,2054102,482020,1662737,407438,80.9,84.5,205371,48532,10,10.1,179281,25026,8.7,5.2,2,reading,2019,251.699591686589
New Mexico,NM,state,0400000US35,2054102,482020,1662737,407438,80.9,84.5,205371,48532,10,10.1,179281,25026,8.7,5.2,2,reading,2022,247.798592786218
New York,NY,state,0400000US36,18945673,4049795,16740202,3670236,88.4,90.6,1082827,226446,5.7,5.6,1085283,148492,5.7,3.7,1,mathematics,2019,236.730707220478
New York,NY,state,0400000US36,18945673,4049795,16740202,3670236,88.4,90.6,1082827,226446,5.7,5.6,1085283,148492,5.7,3.7,1,mathematics,2022,227.09013416879301
New York,NY,state,0400000US36,18945673,4049795,16740202,3670236,88.4,90.6,1082827,226446,5.7,5.6,1085283,148492,5.7,3.7,2,mathematics,2019,280.409057321774
New York,NY,state,0400000US36,18945673,4049795,16740202,3670236,88.4,90.6,1082827,226446,5.7,5.6,1085283,148492,5.7,3.7,2,mathematics,2022,274.271532623993
New York,NY,state,0400000US36,18945673,4049795,16740202,3670236,88.4,90.6,1082827,226446,5.7,5.6,1085283,148492,5.7,3.7,1,reading,2019,219.604193649582
New York,NY,state,0400000US36,18945673,4049795,16740202,3670236,88.4,90.6,1082827,226446,5.7,5.6,1085283,148492,5.7,3.7,1,reading,2022,213.572630962094
New York,NY,state,0400000US36,18945673,4049795,16740202,3670236,88.4,90.6,1082827,226446,5.7,5.6,1085283,148492,5.7,3.7,2,reading,2019,261.75214468338
New York,NY,state,0400000US36,18945673,4049795,16740202,3670236,88.4,90.6,1082827,226446,5.7,5.6,1085283,148492,5.7,3.7,2,reading,2022,261.656845277671
New York City,XN,city,9700000US3620580,8196532,1728837,7127142,1532833,87,88.7,552196,121208,6.7,7,503229,72013,6.1,4.2,1,mathematics,2019,230.818983508824
New York City,XN,city,9700000US3620580,8196532,1728837,7127142,1532833,87,88.7,552196,121208,6.7,7,503229,72013,6.1,4.2,1,mathematics,2022,221.920746368931
New York City,XN,city,9700000US3620580,8196532,1728837,7127142,1532833,87,88.7,552196,121208,6.7,7,503229,72013,6.1,4.2,2,mathematics,2019,272.944159686306
New York City,XN,city,9700000US3620580,8196532,1728837,7127142,1532833,87,88.7,552196,121208,6.7,7,503229,72013,6.1,4.2,2,mathematics,2022,268.898240321509
New York City,XN,city,9700000US3620580,8196532,1728837,7127142,1532833,87,88.7,552196,121208,6.7,7,503229,72013,6.1,4.2,1,reading,2019,212.025194667262
New York City,XN,city,9700000US3620580,8196532,1728837,7127142,1532833,87,88.7,552196,121208,6.7,7,503229,72013,6.1,4.2,1,reading,2022,210.883799835917
New York City,XN,city,9700000US3620580,8196532,1728837,7127142,1532833,87,88.7,552196,121208,6.7,7,503229,72013,6.1,4.2,2,reading,2019,254.413537475074
New York City,XN,city,9700000US3620580,8196532,1728837,7127142,1532833,87,88.7,552196,121208,6.7,7,503229,72013,6.1,4.2,2,reading,2022,255.161479920559
North Carolina,NC,state,0400000US37,10106940,2296570,8779433,2085010,86.9,90.8,710254,155280,7,6.8,597089,54408,5.9,2.4,1,mathematics,2019,241.408136375873
North Carolina,NC,state,0400000US37,10106940,2296570,8779433,2085010,86.9,90.8,710254,155280,7,6.8,597089,54408,5.9,2.4,1,mathematics,2022,235.957627640276
North Carolina,NC,state,0400000US37,10106940,2296570,8779433,2085010,86.9,90.8,710254,155280,7,6.8,597089,54408,5.9,2.4,2,mathematics,2019,283.658856062479
North Carolina,NC,state,0400000US37,10106940,2296570,8779433,2085010,86.9,90.8,710254,155280,7,6.8,597089,54408,5.9,2.4,2,mathematics,2022,273.7014173315
North Carolina,NC,state,0400000US37,10106940,2296570,8779433,2085010,86.9,90.8,710254,155280,7,6.8,597089,54408,5.9,2.4,1,reading,2019,221.280043715178
North Carolina,NC,state,0400000US37,10106940,2296570,8779433,2085010,86.9,90.8,710254,155280,7,6.8,597089,54408,5.9,2.4,1,reading,2022,216.130141000817
North Carolina,NC,state,0400000US37,10106940,2296570,8779433,2085010,86.9,90.8,710254,155280,7,6.8,597089,54408,5.9,2.4,2,reading,2019,262.530279226334
North Carolina,NC,state,0400000US37,10106940,2296570,8779433,2085010,86.9,90.8,710254,155280,7,6.8,597089,54408,5.9,2.4,2,reading,2022,256.156371582761
North Dakota,ND,state,0400000US38,734984,177561,639914,163319,87.1,92,55307,11882,7.5,6.7,38648,2349,5.3,1.3,1,mathematics,2019,242.928390806625
North Dakota,ND,state,0400000US38,734984,177561,639914,163319,87.1,92,55307,11882,7.5,6.7,38648,2349,5.3,1.3,1,mathematics,2022,240.081124069965
North Dakota,ND,state,0400000US38,734984,177561,639914,163319,87.1,92,55307,11882,7.5,6.7,38648,2349,5.3,1.3,2,mathematics,2019,285.564288588419
North Dakota,ND,state,0400000US38,734984,177561,639914,163319,87.1,92,55307,11882,7.5,6.7,38648,2349,5.3,1.3,2,mathematics,2022,278.398280639293
North Dakota,ND,state,0400000US38,734984,177561,639914,163319,87.1,92,55307,11882,7.5,6.7,38648,2349,5.3,1.3,1,reading,2019,221.177007147619
North Dakota,ND,state,0400000US38,734984,177561,639914,163319,87.1,92,55307,11882,7.5,6.7,38648,2349,5.3,1.3,1,reading,2022,217.53456368653
North Dakota,ND,state,0400000US38,734984,177561,639914,163319,87.1,92,55307,11882,7.5,6.7,38648,2349,5.3,1.3,2,reading,2019,263.232797461833
North Dakota,ND,state,0400000US38,734984,177561,639914,163319,87.1,92,55307,11882,7.5,6.7,38648,2349,5.3,1.3,2,reading,2022,258.083568067166
Ohio,OH,state,0400000US39,11361029,2588493,10036284,2396860,88.3,92.6,618135,118552,5.4,4.6,680503,71488,6,2.8,1,mathematics,2019,241.140473457804
Ohio,OH,state,0400000US39,11361029,2588493,10036284,2396860,88.3,92.6,618135,118552,5.4,4.6,680503,71488,6,2.8,1,mathematics,2022,237.758856634656
Ohio,OH,state,0400000US39,11361029,2588493,10036284,2396860,88.3,92.6,618135,118552,5.4,4.6,680503,71488,6,2.8,2,mathematics,2019,285.713236558856
